,RA,Dec,Id
0,149.75927921506687,2.1658483059716507,1259997.0
1,150.76562399962546,2.469642948784923,1503937.0
2,149.61628400441057,2.451287369145081,766505.0
3,150.61919173101032,2.342786848837681,1247710.0
4,149.98970562849502,1.675624761018486,806828.0
5,150.48885510822532,1.818469170072903,1391408.0
6,149.7518660101054,2.69706306914437,1330883.0
7,149.50846454381212,1.565469538235327,659182.0
8,150.1194809989225,2.6543292609566596,190669.0
9,150.23666158104976,1.8387527774949428,289636.0
10,150.64276872681342,2.8386497777551565,591608.0
11,150.41496536555763,2.16661472984669,480308.0
12,149.55547855353456,2.5004979899221556,395472.0
13,150.6616835880087,2.2699121840612095,871439.0
14,150.41763478361932,2.6084444719298423,718070.0
15,150.30046567295116,2.1140178626770223,1163038.0
16,149.85088189693093,2.117090759301153,1428605.0
17,150.40463297966562,2.269856994047221,1108410.0
18,149.78984083843153,2.504962114536503,1042602.0
19,149.71324129772634,2.219281693181128,295808.0
20,149.60576033083538,1.7183273050267047,636278.0
21,150.4950552858264,1.980260743553822,218311.0
22,150.23855682625296,1.5605795708015033,871439.0
23,150.8201970124758,2.2660094204786505,295201.0
24,149.85189646766443,2.2846385961683793,276951.0
25,150.55085397385352,2.8729424089824764,1039403.0
26,149.7160572225036,2.242600462250703,871439.0
27,150.16866058113104,1.767673098844219,942392.0
28,149.7099093243542,2.6193943619994204,954530.0
29,150.54306847329178,2.1927200831196716,899520.0
30,150.27791209489817,1.7352699555162177,279421.0
31,150.80516551690508,1.7221938648870085,1247710.0
32,150.41386018496755,2.016671258563833,579801.0
33,150.23769675122088,2.800875680513257,710776.0
34,150.23311188443287,2.8534975745515787,1102907.0
35,150.33193396934698,1.571905542915094,375695.0
36,149.6986932009491,1.547897982824206,364847.0
37,149.76332104424353,2.6490673793922097,334895.0
38,150.30304122027098,1.7331341518906775,726162.0
39,150.07385215758094,1.9858538484073633,1113336.0
40,150.6218977356252,2.453959189541984,436206.0
41,150.2668368437734,2.1603299204788855,141796.0
42,150.0991750301272,2.926365979323998,660447.0
43,150.72865895215398,2.262910402528963,1043820.0
44,149.72036751683294,2.5610873424152327,588563.0
45,150.4959271861617,2.19008694705127,1466248.0
46,149.47424100006606,2.4098038901265704,204530.0
47,149.4958732939643,1.954989309950662,1438632.0
48,149.50239898871646,2.0635856333087284,1377239.0
49,150.20341529299992,2.861065670789519,1282199.0
50,150.43239121715243,2.619495492940893,871439.0
51,149.92567912151924,2.003858956015233,724812.0
52,150.17876603672462,1.8635258877833911,1553003.0
53,150.61255033273127,2.44359835146906,542938.0
54,149.89795656460464,2.111175143591864,1296205.0
55,150.620487526952,1.6238729351808991,767837.0
56,150.59237856649486,1.974508416541373,598685.0
57,149.86593943488134,2.1339652198499164,1314302.0
58,150.38745637084637,2.5942741143422383,180120.0
59,150.68111845631861,1.8590893135101512,1303808.0
60,150.0036535840412,2.061043383798561,1255294.0
61,150.68501047880557,2.065933194622569,465418.0
62,149.9822545314271,2.172388027637171,1552326.0
63,149.7804463929191,2.862762601801826,871439.0
64,150.41569006349638,2.4509343467684843,299408.0
65,150.73261238024844,1.955211504284931,1073102.0
66,150.5325970162682,2.274940726890244,573106.0
67,150.1316723696619,1.8191660770033067,871439.0
68,150.39959704634168,2.320064541842367,181112.0
69,149.72856293941376,1.6296361566219748,1471950.0
70,150.64448699655676,2.634269157743503,743498.0
71,150.13270757343676,2.515948736515579,897607.0
72,150.37507402180137,1.7558357725622586,1309695.0
73,150.45552873985693,2.1974604191334417,871439.0
74,150.79460082993356,1.896652151838444,1051626.0
75,149.76672456301603,2.6740342845640197,962774.0
76,149.5989761028444,2.8087528363054695,1391375.0
77,149.73643791647342,2.5749707247705835,338686.0
78,149.51451930729095,1.5502479037110415,1311783.0
79,150.31312165097054,1.8713505032346176,269872.0
80,150.2585070685167,1.7351543917239318,837604.0
81,149.94426721207498,2.649319685938261,1540519.0
82,150.5386259371163,2.0884511340547656,1018289.0
83,149.6996190927699,1.7768530807979128,1051799.0
84,150.81671464048654,2.7936233350242357,219979.0
85,150.50674197146373,2.171309532513664,1164159.0
86,149.7450077354368,2.885856748887176,670392.0
87,150.3208257844908,2.6860422613944097,446200.0
88,150.6956126193811,2.287820489530516,1106065.0
89,149.86436618675486,2.240995729790865,990103.0
90,150.1030015159934,2.621358888202617,543745.0
91,150.8337924097842,2.468457521440169,552128.0
92,150.70712940630608,2.5502065672518026,1443179.0
93,149.83991470224396,2.5856246906984173,410193.0
94,150.4829504273803,2.0739406197334045,1307399.0
