,RA,Dec,Id
0,150.1475806252733,2.816074709035142,1427620.0
1,149.7379745625322,2.8421666529274265,1418189.0
2,149.91650124269546,2.659748087199195,1081734.0
3,150.1238529176172,2.115068479843858,820679.0
4,150.59203601407057,2.0778201343558385,557123.0
5,150.5592292439689,1.93117800512605,160802.0
6,150.30509950799564,1.8692251724772606,1407352.0
7,150.50402543353343,2.2696068656853665,1379286.0
8,149.52000651537216,1.6433894878565638,260579.0
9,150.04108510499844,1.6559384045118386,1259997.0
10,150.39341320304095,2.173570320458629,883062.0
11,149.78804721639142,1.747904279755026,476913.0
12,150.29091227765144,2.9128939884472738,1569002.0
13,150.84441779043385,1.9060002606239212,1287520.0
14,150.7564741064137,2.6842885127757383,434485.0
15,150.51314589409031,2.6665063656059482,1224902.0
16,150.79381772815876,2.1402156481585686,612878.0
17,149.6371158886437,2.6495039044480055,1256966.0
18,150.33853272779015,2.1051851832667428,1332198.0
19,150.0032655169815,1.9645534383177536,1367098.0
20,149.79100671839083,1.646245100141553,388630.0
21,150.8413767684141,2.6786852269510835,741224.0
22,150.46451721915864,2.052768486367563,557289.0
23,149.82137938115903,2.68748041882232,628776.0
24,149.87433873612525,2.6485884939047755,1040139.0
25,150.2233127798041,2.85659246467521,1065135.0
26,150.64243337045636,2.5048072964094077,431507.0
27,150.0269831274328,1.7380118377154359,1145831.0
28,150.6206818268219,2.0640294938735324,400434.0
29,150.36372396801727,1.5918544273409636,1103763.0
30,149.98704911401774,2.7955262187558034,1312249.0
31,150.2159236055752,2.8763501708804053,144760.0
32,150.6565944247916,2.2403654032920564,1011603.0
33,149.84162075445383,2.7175066678071955,663144.0
34,150.25031654494546,1.8363002069145589,1534205.0
35,150.46753177299624,2.638574234232305,1371087.0
36,150.51652960412372,1.6663453641417927,196759.0
37,150.57844473931954,1.5673447253937194,358919.0
38,150.52825488504973,1.5388413333366386,1443252.0
39,149.94722182021894,1.5855180486146219,164320.0
40,150.4495489883893,1.6472842731875952,225222.0
41,149.85713531971246,2.7326918017732624,1575756.0
42,149.63435144442127,1.8638999852026228,139137.0
43,149.6798902706343,2.823579281613859,607756.0
44,150.3768807166425,2.3860508816221566,883062.0
45,150.0548993689866,2.207164988724593,395116.0
46,149.75928777887685,2.4385622916186107,346395.0
47,150.70404469775676,1.5946367557325922,964484.0
48,149.60843204644547,2.0415375739346495,1203688.0
49,149.68809210299554,2.018392093986764,878110.0
50,149.7292897623292,2.883605493663254,981710.0
51,149.6920311229687,1.6496581543519633,777526.0
52,150.66437110937028,2.0498372133737663,883062.0
53,150.75915676607616,2.0931452756526636,1256744.0
54,149.54476274719872,2.4111339097339304,391649.0
55,149.6498124637103,2.391487141331046,407683.0
56,150.17761565152531,1.655380568129498,871676.0
57,149.82501641859227,2.6492374117176256,546905.0
58,149.45108010263124,1.9010437628946684,126169.0
59,150.03221068856487,2.587883793502364,1401005.0
60,149.4442701140946,2.6487024301095614,1123398.0
61,149.50291895072243,2.450085847722206,1062705.0
62,149.67666152044595,2.415916551210535,262869.0
63,149.7119317006183,2.215781655932698,212436.0
64,149.86807111442795,1.706980184719363,1128903.0
65,150.0919253444139,2.52316573380247,944844.0
66,150.69351506084737,2.7737532446109743,1321538.0
67,150.1146204247705,2.8254025562442955,1055196.0
68,150.06785674897245,2.5191511609862247,1084313.0
69,150.75692840797092,1.7564696306187615,1061110.0
70,150.45528458432742,2.4232696093935084,887598.0
71,149.70711351975496,1.825669733183745,970486.0
72,150.5378429553465,2.912455356053276,883062.0
73,149.7724383111866,2.5231564634587107,800272.0
74,149.48562673719718,2.9388137871682645,198179.0
75,150.66239138345176,2.306687240736631,334301.0
76,150.24820075615247,1.9824957955436349,590719.0
77,149.63557733738182,2.3630075582751506,920351.0
78,150.0434362698125,2.3651382362236557,959492.0
79,150.00543641856078,2.8681373177518292,883062.0
80,150.75321398948944,2.3333917071991546,1178429.0
81,149.57718020646072,1.9768220758907615,161528.0
82,150.03840755528114,2.7459916157636286,946544.0
83,150.07399879348426,1.6965196852393043,1390315.0
84,149.95625705804625,2.895421239401387,391325.0
85,150.03720329673982,1.6303901211749323,147172.0
86,150.45250311164278,1.870901787576025,1316698.0
87,150.80361874253322,1.7332502797631082,1450960.0
88,150.04700576076837,1.9503281015618579,959061.0
89,150.66960248081023,2.0758595778212796,723336.0
90,149.56918920192064,1.762866778674051,1578729.0
91,149.58235722465557,1.8974545759263928,883062.0
92,150.53025852124483,2.78571776175193,1346376.0
93,149.99814803918642,1.9268757526056979,727897.0
94,150.6659405429644,2.0657480462745044,1143563.0
95,149.91124291834856,2.553758442178984,741087.0
96,150.66476853372504,1.8528753906463211,818486.0
97,150.381569676604,2.5172795264634757,1177396.0
98,149.75461402880225,2.2157887873121656,1589730.0
99,149.49041846686112,1.9611405910641544,513419.0
100,149.72834974095377,1.880448718992476,1216916.0
101,149.98288313406158,1.8126921874113635,1290912.0
102,150.67563433591397,2.1399217805208353,962774.0
103,150.65775915566198,1.7437410595593188,579592.0
104,149.66572307030225,2.2024587431681075,821153.0
105,150.8287638993152,2.5464607139380706,355034.0
106,149.6924831999622,2.88009256631745,1428946.0
107,150.54152061706813,1.560391789726031,1343420.0
108,149.56018915711667,1.9610602822428014,1281751.0
109,150.04188680185226,2.74921525655354,223345.0
110,149.5918447564405,2.9194079484945066,1379286.0
111,149.9263685090935,2.515770738341768,600247.0
112,149.5209536863103,1.839932468109235,348200.0
113,149.5474721017462,1.85049830246188,668692.0
114,150.09110609084692,2.8468677612234687,1386338.0
115,149.9651412221329,2.404479142019439,1525266.0
116,150.25981830276996,1.7466500346914433,549090.0
117,150.43287686532858,2.443376391692642,835827.0
118,150.13754745604393,2.8705259935748586,884259.0
119,149.74345359766335,1.8830671886951467,1513812.0
120,149.587941651049,2.6053183541725784,1256624.0
121,150.09626457998834,1.5637003696000562,964985.0
122,150.46982267696242,2.053636286265713,142831.0
123,149.44445539753048,2.334849591365803,651888.0
124,149.95517762934827,2.308613306882303,883062.0
125,150.00976656374354,2.70734229811606,380926.0
126,149.76239316745,2.1530750537553054,334895.0
127,150.0478920694516,2.2231385073285086,660816.0
128,150.14623367379008,2.8661327050421814,1457663.0
129,149.50315047286813,2.7601302366894833,1292656.0
130,149.96888889160266,2.420076839570746,921251.0
131,149.8043291291651,1.883747018729309,406792.0
132,149.5597758874795,2.7267062696519524,1019517.0
133,150.74807452024797,1.6747416306046237,1244566.0
134,149.70996046993594,2.290829359916484,1565659.0
135,150.28077825695334,2.6333049707418192,1553000.0
136,149.49763823851015,1.765008280276037,1127095.0
137,149.9223043856406,2.7813244564336417,857857.0
138,150.35279445652563,2.312599236966304,946544.0
139,149.55134964511808,2.6400282750039814,753776.0
140,149.5262629883819,2.0768447719235104,982542.0
141,149.91367061109892,1.9056254241183173,674286.0
142,150.08728398770273,2.325365886791162,1312249.0
143,150.3648953173312,2.5670279465655845,322134.0
144,149.70219923341148,1.9169419996214487,1486173.0
145,149.81781546130503,1.6519000657897474,883062.0
146,149.5607712980955,2.3955531858213175,1025904.0
147,149.74408000483834,2.9233152384719734,618533.0
148,150.19009199639171,1.8128360653610176,1307131.0
149,150.04769410001416,2.6991939804294414,810152.0
150,149.97989544860351,1.9559348386650905,1332351.0
151,150.67690406324488,2.3359071316464695,1277124.0
152,150.61451938994867,2.34402816430193,1467267.0
153,149.69773068288444,2.1665786714137063,883062.0
154,149.85427334994066,2.26765495014549,883062.0
155,150.659172848107,1.6497221969732043,334895.0
156,150.64610172777586,1.9069284092903052,1220960.0
157,150.12553996260988,2.7089044295538303,575198.0
158,149.45545137698724,2.8476158044147937,259139.0
159,149.63224584870852,2.1521946033179464,865063.0
160,150.51675121180713,2.0948702531852614,799528.0
161,150.78424336647507,2.4528588749349858,883062.0
162,149.56511574649454,1.7285093299660494,768150.0
163,150.17980268782048,1.9668278168050797,671127.0
164,150.41890901263287,2.331192526619598,1139416.0
165,149.88804110089455,1.6254540867796097,883062.0
166,150.75749530568913,2.0315240105565215,884383.0
167,149.69528899249266,1.5741483765032205,1227197.0
168,149.5921178307841,2.7210931409966506,883062.0
169,150.08392358324235,1.8771049614516178,180681.0
170,149.98856919141602,1.8479841176870926,395116.0
171,150.04577410517913,2.0055572705311735,871314.0
172,150.02039786778718,2.5520261921879146,329556.0
173,150.29848526033504,1.5693564289254929,577773.0
174,149.4391790256071,2.1365893953443855,422625.0
175,149.59922451973998,1.915256943168095,1595697.0
176,150.79299094253886,1.7532859690974645,1187324.0
177,150.1897034660626,2.5014273684838826,1428946.0
178,149.6461565913657,1.7671684415785047,178423.0
179,149.76675410332467,2.11865600420167,516913.0
180,150.5397596569974,2.9060547349795107,982076.0
181,150.65982371618753,1.559761787001061,317065.0
182,150.76212007228725,1.6322557086512521,989271.0
183,149.67281537191604,2.7062121657735982,636278.0
184,149.8550812056764,1.579237133939625,1417084.0
185,150.5122845888636,2.255050535101135,1239287.0
186,150.8278876648139,1.7135333691831114,202253.0
187,150.78669976392604,2.0523861228915004,883062.0
188,150.75585395347244,2.3271968307863085,1516211.0
189,150.65530181257924,2.2460114628487915,658171.0
190,149.4865711651113,2.200190755549054,1541564.0
191,149.9049912759123,1.8393748123672158,1429608.0
192,150.1461305927716,2.2328620136800073,1517417.0
193,150.233585452966,1.5330051970601435,1183597.0
194,150.21040934030765,1.553304637811452,1283920.0
195,150.80662549634343,2.516519339767629,934603.0
196,150.59029609842935,2.887456118816559,988780.0
197,149.54637779584118,2.232631711746381,1213490.0
198,150.43790420066566,2.8743748932955286,552644.0
199,150.20864352035667,2.3775732350319827,1379286.0
200,150.3924752760277,2.5056083595106298,899741.0
201,150.6232812149655,1.673284777648404,400783.0
202,150.73907380686097,1.7614863997297776,1302025.0
203,150.79217455516255,1.9083251964715633,181250.0
204,149.68913683400942,2.48593874929928,1493915.0
205,150.10203975027295,1.6110514778619578,919968.0
206,150.11120549432982,2.12788305320119,927268.0
207,150.83955832307134,2.2273564843505937,255751.0
208,150.75939334741898,2.880822290149621,1399684.0
209,150.78633147214614,1.8933098954512928,663144.0
210,149.50631065018862,1.549602670276377,239011.0
211,150.49445688300963,1.7790547351855033,875624.0
212,150.61861169961247,1.6927558286684152,1494858.0
213,149.49955178446302,2.816885444858193,384779.0
214,150.23795791610053,2.8837800252067645,631429.0
215,149.5029327868753,2.907430425653812,1447352.0
216,150.51877676755066,1.714059036442809,1409392.0
217,150.10255310130043,1.770139241310095,1351511.0
218,150.04476307538792,2.1536589724021944,883062.0
219,150.54447414227042,1.5461776744169795,219163.0
220,149.66071139428868,1.7902442606282372,305945.0
221,149.80774673980264,2.7451459244188046,1509830.0
222,150.6349477046956,2.1909139342850117,883062.0
223,150.50817144915104,2.7279247999711567,1010859.0
224,150.82152237296103,2.0732896729155095,1461683.0
225,150.0414656109284,2.5328827915837486,1511069.0
226,150.81763965841935,2.8076521970365467,673058.0
227,150.19042900086643,2.368560750858803,623553.0
228,149.9070685045747,2.621613211209602,1145762.0
229,150.22986554763062,1.872647470700046,330240.0
230,149.67162553412723,2.466635809404281,1478326.0
231,150.02724805292928,2.0205675258942684,603321.0
232,150.46013863676578,2.5852609418892722,883062.0
233,150.59966442940265,1.621581254879365,970026.0
234,149.761843747737,1.792148023090076,965277.0
235,149.74212486553304,2.1935111922691797,971889.0
236,150.3420191605859,2.08321565784541,1527403.0
237,149.968224773015,2.5219149544973414,648742.0
238,150.24658955330221,1.8015575352401254,1003955.0
239,149.8241259380052,1.5563144158084106,1287520.0
240,150.12248025915105,2.453627128603654,544158.0
241,149.85399261269717,1.9856284266952786,507664.0
242,150.24836367246374,2.1588462282610257,214107.0
243,149.6692182855344,1.6881997518656342,1013477.0
244,149.5017285616319,1.8592289257197254,913312.0
245,149.54687047280902,2.4172317860225707,577192.0
246,150.56245949606708,1.741142217019972,278722.0
247,150.145746057987,2.2162410100484293,1258067.0
248,150.68641512989575,1.8846202373342629,1516640.0
249,149.67154318144247,1.713736167238951,401744.0
250,149.6509536724934,1.6377471288169188,1361873.0
251,150.2906037791275,2.317009804823796,477803.0
252,150.55955490625388,2.8106771090130973,921250.0
253,150.33471559881974,2.1967773766342584,955900.0
254,149.74667354602465,1.6588519179341972,913844.0
255,149.781649033091,2.408469801277649,1264520.0
256,149.55035070784217,1.7391803064320066,288660.0
257,150.72924970633332,1.6621510463660945,1504010.0
258,149.49190306931885,1.7907541257610795,1504010.0
259,149.8521735178958,2.14844237506153,1077640.0
260,149.79083366639844,2.6045105505180945,1557238.0
261,150.07160629044824,2.0606084649795315,1257627.0
262,150.34121050589792,1.899446127827337,929844.0
263,149.52305176450662,1.7906915552868055,1189198.0
264,150.23187069833014,1.867403400741389,323918.0
265,150.39610546468703,2.5431955567645854,1051626.0
266,149.7859825958428,2.265834676494008,857837.0
267,149.8954586806611,2.1485068866060555,930720.0
268,150.09002946037882,2.21539280905082,1059215.0
269,149.9521687372647,1.986693709329872,936315.0
270,150.31738448649284,1.8933714126668402,1517417.0
271,150.05476728337723,2.292583847235498,883062.0
272,150.03898279894113,2.665030048191585,791718.0
273,149.5355988609564,2.075604804668287,346674.0
274,150.809861656876,1.664924551958117,1300132.0
275,150.57516531684928,2.1555774305176363,936315.0
276,150.6270221512422,1.618824763485923,554534.0
277,150.58180234388342,2.227618595520952,1267468.0
278,149.7894590346433,2.221301506441006,219969.0
279,150.184386252524,2.778240359674664,730839.0
280,150.34792412620715,2.9353636291056717,1283447.0
281,149.78961696858175,2.7375126786319925,288645.0
282,150.77219114279683,2.122749074400259,965277.0
283,150.3217871063037,2.7586218281639274,1256508.0
284,150.47494077514762,2.105163597195265,418328.0
285,150.34735375739942,1.6214608383232465,348200.0
286,150.16259639917874,2.2439125757891274,903930.0
287,149.70226996836234,1.8250969607964604,878786.0
288,150.47407613268152,2.188990695380771,187629.0
289,150.26495273569228,2.8159203511787343,883062.0
290,150.50311809487428,2.4530540992499756,883062.0
291,149.512923466277,1.7221362944098908,675296.0
292,149.68480350437727,2.293995884559645,577773.0
293,150.04749613568313,2.338257369537692,883062.0
294,150.39016465746175,1.9937336186869132,505256.0
295,149.54207056606288,1.8345274434232306,1449888.0
296,149.8035693899725,2.823394857910337,316863.0
297,149.5470896149915,1.7932720712590084,700159.0
298,150.10630009894484,2.9106689743299237,883062.0
299,150.52179146231452,1.828133647318157,529974.0
300,150.3051175488151,2.916212076284271,806198.0
301,150.70178917899239,2.209840222188245,1564526.0
302,150.44716638997656,2.335202309075723,400360.0
303,150.42533702591464,2.801675498400477,984337.0
304,149.63481723471264,1.616328785583246,827635.0
305,149.45877891286676,1.5160444355667595,857857.0
306,149.98748480123382,2.6227271442427647,1311783.0
307,150.42982927366873,2.5446926472897005,1178429.0
308,150.0488662536979,1.7884752222900553,850946.0
309,149.97154171017706,1.8315313839157672,1519298.0
310,150.59995706902782,2.2089020879152224,127924.0
311,150.77027022129218,2.664234021991261,1429762.0
312,150.21351274091128,2.450492975999498,240410.0
313,149.4984841187397,1.9268488435936146,795133.0
314,150.0671007873942,2.1499671168773746,1228376.0
315,150.79493779042411,1.814147329894262,883062.0
316,150.15923694582904,2.3654394076493963,1213628.0
317,150.30313787229895,1.993326533643076,772763.0
318,150.51062487452734,2.201567525465508,883062.0
319,150.43846489518398,1.569693396449021,1462726.0
320,150.590939563004,2.6739461907305557,883062.0
321,150.51079061499098,2.3359286097999776,1311134.0
322,150.63356357026655,2.6609273976199956,1531384.0
